jdate,high,low,open,close,volume,returns,volume_change
1400-02-01,1217270,1207060,1217270,-1.0569610520522499,-1.3667128979471581,0.0334867652431563,-0.7305285938107627
1400-02-04,1205470,1199330,1205470,-1.0779519033588298,-1.5243510852899689,0.01985962610999059,-0.15763818734281076
1400-02-05,1197080,1187810,1197080,-1.1092561001740158,-1.607244882872069,0.02904043929756428,-0.08289379758210003
1400-02-06,1187200,1184030,1187200,-1.1116666238805069,-1.0498958451395906,0.0021730993465918225,0.5573490377324783
1400-02-07,1203460,1189820,1189820,-1.0689864944437073,-0.46700117615716386,-0.03839292151078133,0.5828946689824267
1400-02-08,1210950,1204000,1204000,-1.0552244966425004,-0.32979856777674793,-0.01287387434054399,0.13720260838041592
1400-02-11,1208560,1194300,1208560,-1.0916350903511436,-0.855070707356867,0.03450506866026504,-0.525272139580119
1400-02-12,1191400,1180700,1191400,-1.1285810540374404,-1.3576239418694984,0.03384460980858761,-0.5025532345126315
1400-02-13,1176770,1167070,1176770,-1.1656384399018274,-1.494485878967383,0.032835378311390384,-0.13686193709788452
1400-02-15,1172610,1167870,1167870,-1.1515720693214468,-0.893812727730206,-0.012067524627589643,0.6006731512371769
1400-02-18,1176190,1167490,1176190,-1.1644834539094275,-1.4018027752721895,0.011211964002903141,-0.5079900475419835
1400-02-19,1164800,1151870,1164800,-1.206946174218246,-1.3574950424288896,0.0364648550104012,0.04430773284329992
1400-02-20,1157640,1149380,1149820,-1.1912682584767051,-0.6219775339939555,-0.012989738959730768,0.7355175084349341
1400-02-21,1179620,1161040,1161040,-1.1315459710202833,-0.6148890963143784,-0.050133365874106106,0.00708843767957712
1400-02-22,1190210,1183960,1185340,-1.119691738317111,-0.8639643147298645,-0.010476138846116645,-0.24907521841548608
1400-02-25,1192890,1181600,1182730,-1.1046252857480172,-1.055254316371752,-0.013455893308401579,-0.19129000164188759
1400-02-26,1192340,1188800,1189690,-1.1065765326716481,-0.5323148970151406,0.0017664333315614567,0.5229394193566115
1400-02-27,1188210,1174670,1188210,-1.144984572743618,-0.7794406931543649,0.03470888721925092,-0.24712579613922436
1400-02-28,1177060,1172190,1172370,-1.1480744999750503,-0.7748950455368117,0.002698662763663373,0.004545647617553272
1400-02-29,1172920,1154760,1172920,-1.199078681399428,-1.116640758353894,0.04442584642850811,-0.3417457128170823
1400-03-01,1149260,1127250,1149260,-1.2713780869095597,-1.0248542644836718,0.06029579762501647,0.0917864938702222
1400-03-02,1123500,1107790,1123500,-1.326447819027185,-1.147131461068245,0.04331499235722047,-0.12227719658457326
1400-03-03,1105220,1095720,1105220,-1.3595320530777164,-1.0371087807222732,0.02494197930439168,0.11002268034597185
1400-03-04,1105850,1095800,1095800,-1.3331168440280068,-0.8166076623830284,-0.019429633152017844,0.2205011183392448
1400-03-05,1110560,1106280,1106380,-1.3224529263005314,-1.0107110520458795,-0.00799923710757,-0.19410338966285112
1400-03-08,1139620,1111520,1111520,-1.240622848142526,-0.40351147415819805,-0.06187749789092234,0.6071995778876815
1400-03-09,1163570,1152570,1152570,-1.1933064690515285,0.005391883915619763,-0.03813921302661816,0.40890335807381784
1400-03-10,1155680,1145970,1155680,-1.2229855326350554,-0.6947706051505835,0.024871283574886327,-0.7001624890662033
1400-03-11,1147490,1140490,1146610,-1.2378590346030658,-0.8050492697751728,0.012161633617990386,-0.11027866462458924
1400-03-12,1148660,1141410,1141580,-1.2156615626361902,-0.6593949292781264,-0.017932148448545626,0.1456543404970464
1400-03-17,1157240,1151220,1151220,-1.192390633099908,-0.6598631693935884,-0.019142605352939435,-0.00046824011546198196
1400-03-18,1166720,1159570,1159570,-1.1833165196207946,0.21102606061729695,-0.007610017411427417,0.8708892300108853
1400-03-19,1160360,1151840,1160360,-1.2070304202553386,-0.37648544863912115,0.020040200775818917,-0.587511509256418
1400-03-22,1152360,1144870,1151810,-1.2259694729165966,-0.6460957821909501,0.015690617521679107,-0.26961033355182895
1400-03-23,1144590,1140550,1144590,-1.2357066842360522,-0.6783842227492402,0.00794245822148465,-0.032288440558290055
1400-03-24,1150210,1142480,1142480,-1.2114519783956552,-0.3738031796552411,-0.01962820639381091,0.304581043093999
1400-03-25,1155210,1150150,1152790,-1.211604164785242,-0.09537058242716932,0.0001256231301782762,0.2784325972280718
1400-03-26,1149910,1147660,1149300,-1.2183710238936554,-0.6254089441811621,0.005585041142222247,-0.5300383617539928
1400-03-29,1161980,1150970,1150970,-1.1794656604414284,-0.47797209457846096,-0.03193227899321971,0.14743684960270115
1400-03-30,1169040,1163710,1168220,-1.1747614704347364,-0.24944986581597217,-0.003988407771813751,0.2285222287624888
1400-03-31,1168590,1160910,1162360,-1.1615076664701856,0.09941652649125583,-0.011282123476220374,0.348866392307228
1400-04-01,1186900,1173270,1173270,-1.1117399994612005,0.11966713010106643,-0.04284747182102433,0.020250603609810597
1400-04-02,1213020,1186960,1186960,-1.040764072017654,0.7241430669736442,-0.06384220004492469,0.6044759368725777
1400-04-05,1236400,1219380,1219380,-0.9843464033065457,0.23230561624330848,-0.05420793264100243,-0.4918374507303357
1400-04-06,1240630,1230470,1233930,-0.9715654641953538,0.43332494797713933,-0.012984188359157933,0.20101933173383085
1400-04-07,1243740,1236470,1240510,-0.9572653788023936,0.3632894138252011,-0.014718602008773063,-0.07003553415193825
1400-04-08,1250970,1244400,1244400,-0.9442425720363228,-0.020452147910887186,-0.013604176077446017,-0.38374156173608825
1400-04-09,1256960,1248100,1249300,-0.9213602613163067,-0.11331901863613285,-0.02423350884367448,-0.09286687072524566
1400-04-12,1258900,1246050,1258600,-0.9509958430742372,-0.06610472557117672,0.032165031423855295,0.04721429306495613
1400-04-13,1244540,1237550,1242840,-0.9572545083459946,-0.3624073808887008,0.006581169957089683,-0.2963026553175241
1400-04-14,1254610,1245320,1245320,-0.9277412192225535,-0.22239783321265819,-0.030831183207939206,0.1400095476760426
1400-04-15,1281270,1261580,1261580,-0.8556755285250016,-0.01879464540113074,-0.07767865564703791,0.20360318781152745
1400-04-16,1284730,1282010,1283530,-0.8532595695903111,-0.2620827795153982,-0.0028234521780178268,-0.24328813411426747
1400-04-19,1281600,1270700,1281600,-0.8839468680048505,-0.37841357029583766,0.035964786693542417,-0.11633079078043945
1400-04-20,1285280,1270570,1270570,-0.8443892771686802,0.06570742462812548,-0.04475109564611657,0.4441209949239632
1400-04-21,1307750,1288550,1288550,-0.7926187285681687,0.041814113903527676,-0.06131123404847483,-0.023893310724597806
1400-04-22,1309310,1302440,1303420,-0.7937383855772717,0.0454598197285666,0.0014126047855638202,0.003645705825038925
1400-04-23,1305540,1300770,1303300,-0.7894717314406416,-0.04962770989935096,-0.005375390952684023,-0.09508752962791756
1400-04-26,1317930,1311220,1313360,-0.7739025202630915,0.3040636683454509,-0.019721049605081142,0.35369137824480185
1400-04-27,1310110,1300970,1310110,-0.796469587747535,0.07732320377835845,0.029160090442361897,-0.22674046456709246
1400-04-28,1311270,1304670,1304670,-0.7737448986453052,-0.6502888856674253,-0.02853177252692929,-0.7276120894457837
1400-05-04,1323640,1313130,1313130,-0.7408264390548592,-0.760076952880164,-0.042544331662904056,-0.1097880672127387
1400-05-05,1329370,1314920,1325050,-0.7637549492145713,-0.48980834113416866,0.030949908036441265,0.2702686117459953
1400-05-06,1320880,1315480,1315480,-0.7595100359907394,-0.3283005257027829,-0.00555795183808272,0.16150781543138576
1400-05-09,1351460,1320120,1320120,-0.6645239879757748,0.057976562236580854,-0.12506226845450497,0.3862770879393638
1400-05-10,1361730,1358070,1358070,-0.6405736549145513,-0.09857503289677955,-0.03604133709932622,-0.1565515951333604
1400-05-11,1361240,1357730,1360330,-0.6468567787132066,-0.24367846973039364,0.009808589145760882,-0.1451034368336141
1400-05-12,1375610,1358830,1358830,-0.5989099131510637,-0.03168391961787845,-0.07412284626207932,0.2119945501125152
1400-05-13,1406060,1381500,1381500,-0.5161694342696374,0.23242881580375677,-0.1381517938918413,0.2641127354216352
1400-05-16,1417740,1407750,1415630,-0.5115467726859382,0.1310094999447451,-0.008955705775643419,-0.10141931585901168
1400-05-17,1418850,1407330,1407950,-0.4840879998219189,-0.17908291228193202,-0.053677931970606774,-0.3100924122266771
1400-05-18,1433170,1420480,1420480,-0.44247317511222695,0.4791636902433269,-0.08596541274520497,0.6582466025252589
1400-05-19,1453790,1436980,1436980,-0.3864332547609857,0.49514577282896616,-0.12665156557124058,0.015982082585639268
1400-05-20,1484590,1463390,1463390,-0.30274976378694124,0.7431290030515902,-0.21655354435219054,0.24798323022262408
1400-05-23,1490390,1477570,1490390,-0.3129679928020553,1.5668347840041168,0.03375140210614691,0.8237057809525266
1400-05-24,1500000,1480870,1481530,-0.2608713305095722,0.706769729028552,-0.1664600326252308,-0.8600650549755648
1400-05-31,1518690,1505880,1505880,-0.21879451140292028,1.4591782936893434,-0.16129338177737385,0.7524085646607914
1400-06-01,1517100,1508590,1517100,-0.21769931292071523,1.1329344999353286,-0.00500560308932152,-0.3262437937540148
1400-06-02,1543470,1518780,1518780,-0.14272033990821603,0.9716395351187872,-0.3444152946858683,-0.16129496481654138
1400-06-03,1550120,1540460,1547060,-0.12466179421528174,1.226759851321087,-0.12653098853707756,0.2551203162022997
1400-06-06,1575760,1554870,1554870,-0.05497401585502378,1.1477517493087663,-0.5590147229865174,-0.07900810201232056
1400-06-07,1585700,1572320,1581850,-0.06137671467406866,2.3998612631907785,0.1164677296985166,1.2521095138820122
1400-06-08,1554580,1523990,1554580,-0.19565674495752636,1.4229625697149286,2.1878008785014083,-0.9768986934758499
1400-06-09,1501550,1477720,1501550,-0.2713178391090664,1.9086390717088322,0.386703224404376,0.48567650199390355
1400-06-10,1520680,1500080,1500080,-0.20464933001364669,0.6166975227733715,-0.2457210676391235,-1.2919415489354606
1400-06-13,1545400,1527700,1527700,-0.14931598932834417,0.8543261598831974,-0.2703812452335549,0.23762863710982585
1400-06-14,1540130,1531560,1540130,-0.159583135397254,0.740349353926176,0.06876119640698697,-0.11397680595702142
1400-06-15,1545120,1538500,1539020,-0.1562350348263443,0.9258207101971018,-0.020980290696602677,0.1854713562709258
1400-06-16,1535800,1523080,1535800,-0.19812977378831195,0.47302366255818956,0.2681520121817349,-0.4527970476389122
1400-06-17,1526500,1523170,1523170,-0.19018890538880043,-0.07347333789220634,-0.04007912716841744,-0.546497000450396
1400-06-20,1538620,1530510,1532090,-0.17794333625526215,-0.0017520503349193542,-0.06438634844921598,0.07172128755728699
1400-06-21,1528910,1489390,1528910,-0.2880610595777148,-0.19571782077872918,0.6188358925927253,-0.19396577044380983
1400-06-22,1490140,1473360,1489550,-0.3280670567403462,0.0755233534887903,0.1388802680281691,0.2712411742675195
1400-06-23,1497450,1476940,1476940,-0.2691464654433547,-0.2080709802675637,-0.17959923157912538,-0.283594333756354
1400-06-24,1497370,1488290,1497370,-0.2926891563896135,-0.3271509230449819,0.08747167051767835,-0.11907994277741818
1400-06-27,1489160,1450220,1489160,-0.39615144278174313,-0.21664734062258617,0.35348862140422344,0.11050358242239572
1400-06-28,1448450,1420480,1448450,-0.47696513326643647,-0.13545682166283957,0.20399696115512334,0.0811905189597466
1400-06-29,1429440,1422060,1422060,-0.45719720830475036,-0.4322784039861679,-0.04144522017009489,-0.29682158232332834
1400-06-30,1427870,1391210,1427870,-0.5564933922819413,-0.21730859785241383,0.2171845806875614,0.21496980613375408
1400-06-31,1393860,1379750,1392210,-0.5694129297122211,-0.025312815685476553,0.023215976343047506,0.19199578216693727
1400-07-03,1422100,1392030,1392030,-0.4725598808107184,-0.235839865649991,-0.17009281638625917,-0.21052704996451443
1400-07-04,1429250,1424570,1425890,-0.46545603755393433,-0.5672422570784159,-0.01503268378305167,-0.3314023914284249
1400-07-06,1431900,1425340,1425340,-0.46349392017390445,-0.5159377247435578,-0.004215473045190654,0.0513045323348581
1400-07-07,1437030,1425480,1425480,-0.4320212312845332,-0.46195755436713165,-0.06790313210055188,0.05398017037642616
1400-07-10,1473480,1443220,1443220,-0.33294245643532344,-0.16110510947676168,-0.22933774470902224,0.30085244489037
1400-07-11,1481300,1474610,1476870,-0.3242216327891796,0.16009592029935915,-0.026193185872159686,0.32120102977612086
1400-07-12,1485150,1477100,1477310,-0.3025513779576584,-0.46943226115978004,-0.06683778206006374,-0.6295281814591391
1400-07-14,1489290,1487400,1487400,-0.2926646978627156,-0.4196904294725348,-0.03267768985777497,0.04974183168724522
1400-07-17,1488760,1465980,1488760,-0.353316409341257,-0.43329401420863967,0.20723958824371835,-0.013603584736104846
1400-07-18,1464230,1453230,1464230,-0.3815035027840131,-0.7087149662012634,0.07977861400581343,-0.27542095199262373
1400-07-19,1461130,1456500,1456500,-0.37642428203155354,-0.8287616245146469,-0.01331369362376511,-0.12004665831338346
1400-07-20,1454820,1418720,1454820,-0.48175628692432104,-0.4261762323316201,0.27982255640973275,0.40258539218302675
1400-07-21,1417770,1397260,1417770,-0.5395735268968083,-0.4965963817202981,0.12001346228735299,-0.07042014938867797
1400-07-24,1437440,1406010,1406010,-0.43087168052033287,-0.6461152173566463,-0.20145882063866394,-0.14951883563634827
1400-07-25,1445100,1436050,1444280,-0.434630140820307,-0.4831757273901277,0.008722922554193602,0.16293948996651864
1400-07-26,1436960,1430250,1435350,-0.4321788529023195,-0.5230939347277165,-0.005639940003610899,-0.039918207337588774
1400-07-27,1449650,1437810,1437810,-0.39818693574246666,-0.6103122977666188,-0.07865243042684378,-0.08721836303890229
1400-07-28,1449530,1436370,1449530,-0.43378768044938004,-0.8523136579793313,0.08940711387361722,-0.24200136021271257
1400-08-01,1435570,1407660,1435570,-0.5115685135987363,-0.6328861723482322,0.1793062289569396,0.21942748563109915
1400-08-03,1405040,1384100,1405040,-0.5758129109171662,-0.6099466612450796,0.125583173339753,0.02293951110315262
1400-08-04,1384910,1381620,1382190,-0.5748372874553508,-0.7236302374105661,-0.0016943410668952552,-0.11368357616548652
1400-08-05,1393950,1384580,1384580,-0.5491422461420786,-0.8400573558933004,-0.04469967741135439,-0.11642711848273435
1400-08-08,1394770,1375720,1394770,-0.5986164108282891,-0.5924589721595238,0.0900935322929246,0.24759838373377663
1400-08-09,1375020,1340310,1375020,-0.6948226675740479,-0.38254983267011655,0.16071436566972963,0.20990913948940726
1400-08-10,1361400,1345870,1345870,-0.6375244918946157,-0.8842517670312399,-0.08246445942744929,-0.5017019343611233
1400-08-11,1376090,1362700,1362700,-0.5976000231549772,-0.8986301779969991,-0.06262421169262011,-0.014378410965759203
1400-08-12,1398440,1377730,1377730,-0.5368695008675427,-0.6498969545099442,-0.10162402934125236,0.24873322348705484
1400-08-15,1440630,1402650,1402650,-0.42219705631388493,-0.9366515175213195,-0.2135946340187984,-0.28675456301137525
1400-08-16,1442950,1430950,1442440,-0.44849540795730486,1.1553574767655466,0.06228928233897557,2.092008994286866
1400-08-17,1435550,1426740,1429740,-0.4391685563669135,0.5306893997823414,-0.0207958686419355,-0.6246680769832051
1400-08-18,1449260,1434770,1434770,-0.4031221229476388,0.26169624087594134,-0.08207881210229195,-0.2689931589064001
1400-08-19,1456530,1449180,1450520,-0.379025038725028,-0.41948724029228457,-0.05977613941505444,-0.6811834811682259
1400-08-22,1450400,1439170,1450400,-0.42616205528544115,-0.6788302602408621,0.1243638592293892,-0.25934301994857756
1400-08-23,1446550,1440720,1440720,-0.41689499120524465,-0.4598779916376407,-0.021745399350464156,0.21895226860322142
1400-08-24,1442230,1416330,1442230,-0.48822692609586005,-0.6224455773635144,0.171102882969149,-0.16256758572587365
1400-08-25,1414610,1408580,1414610,-0.5093101762818321,-0.9410598322607922,0.04318330075435539,-0.3186142548972778
1400-08-26,1413640,1409600,1409600,-0.5033422957187496,-0.7751740351625545,-0.011717575734791708,0.1658857970982377
1400-08-29,1411560,1383480,1411560,-0.5775141373436187,-0.7102977615673775,0.14735865087386535,0.064876273595177
1400-08-30,1386970,1381660,1383020,-0.5680350993636405,-0.5959660471888927,-0.016413516773076342,0.11433171437848477
1400-09-01,1407760,1390290,1390290,-0.5132643047969893,-0.5551161160282627,-0.09642149688991042,0.04084993116062996
1400-09-02,1408720,1403670,1408720,-0.5200991042578966,-0.9277550966819053,0.013316335067584228,-0.37263898065364254
1400-09-03,1404530,1394090,1404530,-0.5486775341310188,-0.777790216894843,0.0549480467071739,0.1499648797870623
1400-09-06,1390440,1366660,1390440,-0.6232271241157553,-0.8562512505781008,0.13587140961185185,-0.07846103368325785
1400-09-07,1369900,1367090,1367100,-0.6195583450810734,-1.0130366185883446,-0.005886744804130872,-0.1567853680102438
1400-09-08,1369970,1363820,1368020,-0.6309016663334899,-1.1596879580534722,0.018308721595755584,-0.14665133946512765
1400-09-09,1363840,1357090,1363840,-0.6492374086646002,-0.9892357835839417,0.02906275781084755,0.17045217446953054
1400-09-10,1356780,1340110,1356780,-0.6953607551658012,-0.95662342147858,0.07104234273263899,0.03261236210536167
1400-09-13,1342690,1333860,1341350,-0.7099978247071321,-0.999685510605431,0.021049605449535047,-0.043062089126850944
1400-09-14,1343250,1335870,1335870,-0.6868491878053392,-1.1345761999499762,-0.03260381383751643,-0.13489068934454518
1400-09-15,1345570,1342290,1343510,-0.6893222166361248,-1.1415105556213851,0.003600541246452593,-0.006934355671408987
1400-09-16,1341580,1337510,1341580,-0.7011574260405986,-1.2661692708618226,0.017169342752695993,-0.12465871524043748
1400-09-17,1349360,1338260,1338260,-0.6702391304275793,-0.7533301142157235,-0.04409608236999407,0.5128391566460991
1400-09-20,1350440,1344440,1350120,-0.6836016389561207,-0.522242852207446,0.019936926869693172,0.23108726200827745
1400-09-21,1342540,1320710,1342540,-0.7479710465231398,-0.8219078353825655,0.0941621609704053,-0.29966498317511947
1400-09-22,1319960,1295520,1319960,-0.816550038330694,-0.6637403667510907,0.09168669312313082,0.1581674686314748
1400-09-23,1293200,1288810,1293200,-0.8266840213087152,-0.7794225722513026,0.01241073112768265,-0.11568220550021191
1400-09-24,1296370,1292090,1292090,-0.8228385973575487,-0.8650160708069974,-0.00465162486759918,-0.08559349855569476
1400-09-27,1305570,1295400,1295400,-0.7892380166280619,-0.7655105147591361,-0.04083495941657478,0.09950555604786127
1400-09-28,1306180,1291660,1306180,-0.8270427463698842,-0.9116700121675606,0.0479002898306129,-0.1461594974084245
1400-09-29,1301510,1292940,1292940,-0.8002715298731052,-0.8265864756635734,-0.03236980992129501,0.08508353650398726
1400-09-30,1318460,1302570,1302570,-0.754207970882099,-0.9531728143395632,-0.05755991219419021,-0.1265863386759899
1400-10-01,1359010,1321750,1321750,-0.6440250248212521,-0.6482174564135752,-0.14609093289213082,0.30495535792598805
1400-10-04,1387120,1367290,1367290,-0.5719620517378001,-0.15977405654759078,-0.11189467847690071,0.4884433998659844
1400-10-05,1384990,1379160,1384990,-0.5760738018707435,-0.586989359469296,0.00718885128908564,-0.4272153029217052
1400-10-06,1401250,1386050,1386050,-0.5318446323970784,-0.33631324536728185,-0.0767769152668204,0.2506761141020141
1400-10-07,1399970,1397100,1399970,-0.5329343956510838,-0.6137882893647603,0.0020490255755591935,-0.2774750439974784
1400-10-08,1400980,1397350,1400140,-0.5398126769375875,-0.33209380760299817,0.012906431528219464,0.2816944817617621
1400-10-11,1396330,1378890,1396330,-0.5899879860615372,-0.7827342123104977,0.09294948278836168,-0.4506404047074995
1400-10-12,1380640,1378600,1378600,-0.5897461184066581,-1.0782674836927377,-0.0004099535254838971,-0.29553327138224006
1400-10-13,1380040,1376060,1379100,-0.5976652458933716,-1.0731385786073617,0.013428028162540295,0.005128905085376001
1400-10-14,1375900,1362790,1375900,-0.6337415730677437,-0.9770934327901617,0.06036209637795875,0.09604514581720003
1400-10-15,1363180,1362340,1362820,-0.6328501956430209,-1.1508850874695709,-0.0014065314042881472,-0.17379165467940916
1400-10-18,1367520,1362340,1363230,-0.6347090436872598,-0.4076151260503543,0.0029372639165421432,0.7432699614192165
1400-10-19,1362250,1336770,1362250,-0.7044430214872137,-0.7036986491103718,0.10986762910268855,-0.2960835230600175
1400-10-20,1335890,1330160,1335890,-0.7156857910179389,-0.6238759394521295,0.01595979971096817,0.07982270965824234
1400-10-21,1338330,1333640,1333640,-0.7100875059724244,-0.7728389439995696,-0.007822266580913895,-0.14896300454744016
1400-10-22,1335410,1334280,1334730,-0.7112234686661258,-0.9597143395733702,0.0015997502901361482,-0.1868753955738005
1400-10-25,1334340,1322620,1334340,-0.7428891081565804,-0.8329215421029039,0.044522770810477175,0.12679279747046623
1400-10-26,1322280,1310820,1322280,-0.7748346618993107,-1.0044383685868112,0.043001779662648065,-0.17151682648390731
1400-10-27,1314220,1306530,1311180,-0.7866454127768867,-0.8414274910340671,0.015242930470643845,0.16301087755274413
1400-10-28,1305650,1275930,1305650,-0.8697908161591779,-0.6120427485116424,0.10569616504694901,0.2293847425224247
1400-10-29,1279500,1274600,1275020,-0.8602411202126058,-0.9354247762431978,-0.010979301884034176,-0.32338202773155533
1400-11-02,1286700,1281800,1285390,-0.8538465742358602,-0.9097835295111243,-0.0074334344481988834,0.025641246732073464
1400-11-03,1280920,1256540,1280920,-0.9224826359395094,-0.5764206199428659,0.0803845371928491,0.3333629095682584
1400-11-04,1255450,1234680,1255450,-0.9818842449321592,-0.9580589183325843,0.06439320013015948,-0.3816382983897184
1400-11-05,1233940,1207990,1233940,-1.0544391061676686,-0.328072328302112,0.07389349774170406,0.6299865900304722
1400-11-06,1229420,1213820,1213820,-0.9961952007815184,-0.6167165727556245,-0.05523686009506623,-0.2886442444535125
1400-11-09,1258970,1233380,1233380,-0.9159168802744786,-0.9582942721384717,-0.08058492998567068,-0.3415776993828472
1400-11-10,1284570,1267830,1267830,-0.846305195109014,-0.5087994676717289,-0.07600218607675802,0.44949480446674284
1400-11-11,1294670,1285250,1285260,-0.818879033614192,-0.30018580370114867,-0.03240693978168152,0.20861366397058023
1400-11-12,1301430,1297220,1297220,-0.8008666873609537,0.06440276834008019,-0.021996345630855063,0.36458857204122885
1400-11-13,1301360,1299120,1301360,-0.8011411663850299,-0.29134627542055164,0.0003427274831229177,-0.3557490437606318
1400-11-16,1306380,1304100,1304100,-0.7923360967017933,-0.5969712256408876,-0.01099065939023891,-0.3056249502203359
1400-11-17,1303820,1281960,1303820,-0.8531753235532185,-0.3203573405807866,0.07678462095148353,0.276613885060101
1400-11-18,1278700,1274390,1278700,-0.8737259213756366,-0.6067966648958301,0.02408719199335385,-0.2864393243150435
1400-11-19,1281460,1275710,1275710,-0.8555695415751109,-0.6335408921657235,-0.02078040648254942,-0.02674422726989345
1400-11-20,1284120,1279280,1281340,-0.8475498623667062,-0.5871128774554215,-0.009373497791471674,0.046428014710302
1400-11-23,1285800,1284100,1285030,-0.8475824737359033,-0.49857213162527614,3.8477227883859655e-05,0.08854074583014537
1400-11-24,1284190,1276020,1284190,-0.8694973138364033,-0.8626415290635486,0.025855702282169046,-0.3640693974382725
1400-11-25,1283350,1277410,1277410,-0.8496587309081233,-0.9947180576297594,-0.02281615206003118,-0.13207652856621077
1400-11-27,1283720,1282470,1283540,-0.8520203375608185,-1.0819500418415735,0.002779476708455908,-0.0872319842118141
1400-11-30,1283210,1281990,1282940,-0.8529579144252373,-0.6420493482450663,0.0011004160617842373,0.4399006935965072
1400-12-01,1282600,1274290,1282460,-0.8739623538023161,-0.8472125013307794,0.024625411197729097,-0.2051631530857131
1400-12-02,1282970,1275260,1275260,-0.8544852135493048,-0.14598642449419297,-0.02228601743344294,0.7012260768365864
1400-12-03,1285140,1282760,1282760,-0.8456312268122725,-0.6370607865527769,-0.010361778760635487,-0.4910743620585839
1400-12-04,1288340,1285420,1285420,-0.8360896837079997,-0.7470703817827518,-0.011283338175957613,-0.11000959522997489
1400-12-07,1287720,1282790,1287720,-0.8511452658206944,-0.6478654852571045,0.018007137758145886,0.09920489652564723
1400-12-08,1282440,1278880,1282440,-0.860643327099371,-1.1067446516027322,0.011159154212669442,-0.45887916634562764
1400-12-09,1281870,1279670,1279670,-0.8537269992154706,-1.0328700909173263,-0.00803623018516919,0.07387456068540588
1400-12-11,1284660,1280900,1283490,-0.8556130234007071,-0.30939963864121256,0.0022091654439531094,0.7234704522761137
1400-12-14,1298810,1286890,1286890,-0.8076036527142696,0.5767005371653728,-0.056111079861337454,0.8861001758065854
1400-12-15,1322610,1303940,1303940,-0.7429325899821766,0.44256404388043796,-0.08007772440694205,-0.13413649328493488
1400-12-16,1344950,1328360,1328360,-0.6877432828441616,0.4315957642757326,-0.0742857533539335,-0.010968279604705367
1400-12-17,1341830,1336640,1341830,-0.7048153346188815,-0.3092230767488237,0.024823291191036212,-0.7408188410245563
1400-12-18,1348340,1338400,1338400,-0.6730002263529399,-0.053122852743716004,-0.045139636871188604,0.2561002240051077
1400-12-21,1340770,1332940,1340770,-0.7148514834893114,0.3065665304911809,0.062186096672163016,0.35968938323489685
1400-12-22,1335760,1331760,1332270,-0.7084297613715681,-0.6211705870281348,-0.008983295504120359,-0.9277371175193156
1400-12-23,1336760,1334780,1335620,-0.709872814458543,-0.90336245090855,0.0020369741160803922,-0.2821918638804153
1400-12-24,1337910,1334420,1334500,-0.7031113905783292,-0.46905560444617017,-0.009524838453450424,0.4343068464623799
1400-12-25,1345030,1339240,1339240,-0.6820172699359581,-0.7068083715732237,-0.03000110782591725,-0.23775276712705357
1400-12-28,1367240,1347800,1347800,-0.6216427550955926,-0.33154642205900214,-0.08852343995047907,0.3752619495142216
1401-01-06,1390770,1374190,1374190,-0.5576945777140371,0.6670815909018891,-0.10286965762469469,0.9986280129608913
1401-01-07,1403590,1391710,1391710,-0.5228737882537561,0.3372730498405394,-0.06243702351026925,-0.3298085410613497
1401-01-08,1418610,1404460,1404460,-0.48205522447529514,1.0357493408556526,-0.07806580611887792,0.6984762910151132
1401-01-09,1422940,1414230,1422940,-0.4939556566181634,1.764688736280551,0.02468686477948978,0.7289393954248984
1401-01-10,1432170,1411940,1413500,-0.4452940585477824,0.2645119601845156,-0.09851410226484614,-1.5001767760960354
1401-01-14,1461960,1434650,1434650,-0.3642412180223098,0.8988248337175547,-0.18202093418853738,0.6343128735330391
1401-01-15,1476900,1468870,1468890,-0.34546522220703774,2.242858990994711,-0.05154824574005801,1.3440341572771564
1401-01-16,1471450,1465200,1467850,-0.3384401897591468,0.9379794414494153,-0.020334991762733234,-1.304879549545296
1401-01-17,1473520,1463740,1472840,-0.3594038649247292,1.40406444042555,0.06194203820917754,0.46608499897613476
1401-01-20,1460550,1451760,1460550,-0.3731522746554372,0.5741698551489217,0.03825337196523293,-0.8298945852766283
1401-01-21,1474240,1461710,1461710,-0.33125753569346955,1.4360135384928707,-0.1122725005512899,0.861843683343949
1401-01-22,1479890,1475300,1475490,-0.31633511667166336,1.0727712114940906,-0.045047787337326284,-0.3632423269987801
1401-01-23,1474000,1445960,1474000,-0.40770402031984154,0.836138789395593,0.2888357910102455,-0.23663242209849755
1401-01-24,1454120,1443170,1443170,-0.3855364421080635,0.5891765511526099,-0.054371742997255,-0.24696223824298313
1401-01-27,1467660,1457810,1457810,-0.34873451196905425,0.2930152804680296,-0.0954564241392617,-0.2961612706845803
1401-01-28,1475050,1465590,1468090,-0.32866493184229434,0.6412157254257822,-0.05754973895024429,0.3482004449577526
1401-01-29,1503470,1478780,1478780,-0.25621605755667576,1.2536676949056207,-0.22043384391366172,0.6124519694798385
1401-01-30,1513060,1499890,1500930,-0.225360267067951,0.5864857019285457,-0.12042879272662044,-0.667181992977075
1401-01-31,1515730,1511160,1515120,-0.22748000606576724,0.6847743234221618,0.009406001445574574,0.09828862149361617
1401-02-04,1513370,1504710,1513370,-0.2480496271868838,0.157867343736168,0.09042386395562896,-0.5269069796859938
1401-02-05,1507310,1502270,1504680,-0.24100285382619477,0.40752266018295635,-0.028408723853392104,0.24965531644678834
